event_ID,haz_sub_ID,ext_ID,ext_ID_db,ext_ID_org,haz_src_db,haz_src_URL,haz_src_org,haz_maxvalue,haz_maxunits,haz_est_type,all_hazs_Ab,all_hazs_spec,haz_sdate,haz_fdate,haz_credate,haz_moddate,haz_spat_ID,haz_spat_fileloc,haz_ISO3s,haz_spat_covcode,haz_spat_resunits,haz_spat_crs,haz_spat_srcdb,haz_spat_URL,haz_spat_srcorg
monty_10f8b8e8-e94c-45e8-a975-ab2c8f13d6bc,haz_ea1862f8-0f1b-4183-bce6-a77a51fb88f6,DR-2022-000215-AFG,GLIDE,ADRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1015257&episodeid=88,EC-JRC,263840.0,unitskm2,esttype_second,DR,MH0035,2021-10-20,2024-07-02,2021-10-20,2024-07-04,spathaz_e5d92927-537c-4778-bb8a-06c0c2eb8eb2,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1015257&episodeid=88,UZB,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1015257&episodeid=88,EC-JRC
monty_5fcc6b2d-14de-41ae-a1cc-f18ad083f00b,haz_d3a906dd-dd4e-4dc2-a42f-e547f00474ec,DR-2023-000204-BRA,GLIDE,ADRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016449&episodeid=34,EC-JRC,1509735.0,unitskm2,esttype_second,DR,MH0035,2022-09-20,2024-08-13,2022-09-20,2024-08-13,spathaz_b5f72932-9606-4d9b-b321-a434beb82c09,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016449&episodeid=34,VEN,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016449&episodeid=34,EC-JRC
monty_bc21dbcb-55fe-44bb-ae87-5dca7960e0e4,haz_f6df9559-037f-4d27-84f5-1a55a0320c91,DR-2022-000390-BLZ,GLIDE,ADRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016053&episodeid=34,EC-JRC,40748.0,unitskm2,esttype_second,DR,MH0035,2022-11-10,2024-04-16,2022-11-10,2024-04-18,spathaz_6b4cb2ec-2018-4b26-a1d3-01fd178d43eb,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016053&episodeid=34,USA,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016053&episodeid=34,EC-JRC
monty_5e87c986-a087-4d78-89f2-9452702b4370,haz_64f00bcb-745b-45cb-af6d-7f84cfe5f8a0,1016298,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016298&episodeid=29,EC-JRC,22670.0,unitskm2,esttype_second,DR,MH0035,2023-01-20,2024-03-11,2023-01-20,2024-03-13,spathaz_ad2dc492-3d49-437a-9a07-01eb0d294394,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016298&episodeid=29,CAN,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016298&episodeid=29,EC-JRC
monty_a487b140-3d94-4388-a7a2-25c2557d45af,haz_0e4eb121-6095-4750-bf0e-eaa06b6d330f,1016209,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016209&episodeid=26,EC-JRC,23022.0,unitskm2,esttype_second,DR,MH0035,2023-01-20,2024-01-16,2023-01-20,2024-01-18,spathaz_82278fce-4fbe-423b-b31f-d82c449e7a59,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016209&episodeid=26,THA,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016209&episodeid=26,EC-JRC
monty_ad2f3ed9-ce15-48ec-b5ab-6aa64c046ec3,haz_2474c643-15db-42fc-9966-6fa6db4daf4a,1016287,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016287&episodeid=15,EC-JRC,11138.0,unitskm2,esttype_second,DR,MH0035,2023-03-20,2024-01-01,2023-03-20,2024-01-03,spathaz_c0491fa1-cb51-460a-b000-2773ff66db55,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016287&episodeid=15,IND,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016287&episodeid=15,EC-JRC
monty_ebac5c63-11cf-4ce2-88e4-04a675c8debf,haz_2de517d6-85b8-4f02-b1f5-d9293e99b67f,DR-2024-000013-COL,GLIDE,ADRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016315&episodeid=12,EC-JRC,110498.0,unitskm2,esttype_second,DR,MH0035,2023-04-20,2024-07-02,2023-04-20,2024-07-04,spathaz_5fbd5ea5-b5cd-4449-8dfa-7a9b81b947a6,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016315&episodeid=12,COL,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016315&episodeid=12,EC-JRC
monty_20441259-25b3-4bef-a4c6-07da16dd94a8,haz_2d0e1cfa-080c-442d-9786-71a04ee64d4b,DR-2023-000137-KAZ,GLIDE,ADRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016348&episodeid=18,EC-JRC,87379.0,unitskm2,esttype_second,DR,MH0035,2023-04-20,2024-01-01,2023-04-20,2024-01-03,spathaz_f5035d63-4fa6-4465-a036-a159006de4ca,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016348&episodeid=18,RUS,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016348&episodeid=18,EC-JRC
monty_b0b919ec-4ab1-4ca3-a441-50896850918d,haz_ea6928d9-4b2e-4b12-b308-0689cc4f1960,1016386,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016386&episodeid=8,EC-JRC,24290.0,unitskm2,esttype_second,DR,MH0035,2023-05-20,2024-01-16,2023-05-20,2024-01-18,spathaz_889d3391-b71b-4bce-bebd-98a69146e7c0,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016386&episodeid=8,NGA,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016386&episodeid=8,EC-JRC
monty_810fd592-f655-4dec-8cee-14dd86fc601d,haz_5ce05a51-ca19-423f-9b15-415c45759d9b,1016527,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016527&episodeid=2,EC-JRC,355568.0,unitskm2,esttype_second,DR,MH0035,2023-05-20,2023-12-09,2023-05-20,2024-08-08,spathaz_61b2c758-4c95-4fed-93ac-42a494068c0a,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016527&episodeid=2,BRA,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016527&episodeid=2,EC-JRC
monty_703bf330-1d8d-4ce8-8f0f-92865eb20948,haz_91fbf6ad-d67d-46ac-a2a3-b36f686b22ac,DR-2023-000138-AUT,GLIDE,ADRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016401&episodeid=39,EC-JRC,300684.0,unitskm2,esttype_second,DR,MH0035,2023-07-20,2024-08-13,2023-07-20,2024-08-13,spathaz_925d67d8-a094-4181-b879-2f37b3abb05f,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016401&episodeid=39,UKR,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016401&episodeid=39,EC-JRC
monty_ccfc40a9-204c-4a05-88a1-a64ed2476e00,haz_918c19d2-1f81-4736-8ff6-eed965285442,LS-2024-000067-IDN,GLIDE,ADRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016588&episodeid=28,EC-JRC,28728.0,unitskm2,esttype_second,DR,MH0035,2023-07-20,2024-08-13,2023-07-20,2024-08-13,spathaz_69cd311c-119b-4122-9d86-095633128b2b,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016588&episodeid=28,AUS,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016588&episodeid=28,EC-JRC
monty_cb695d83-c4bd-4bbc-ab38-be55bc25dc42,haz_cb318b9b-bbc1-439c-bf4a-e9f100a54f07,1016677,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016677&episodeid=9,EC-JRC,44250.0,unitskm2,esttype_second,DR,MH0035,2023-07-20,2024-01-16,2023-07-20,2024-01-18,spathaz_92799d72-b693-454d-b46c-b223360dae44,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016677&episodeid=9,AUS,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016677&episodeid=9,EC-JRC
monty_51f39dc0-7400-46a7-891b-5249fae4b9e7,haz_6b33113c-1074-412a-8a26-67b035914730,DR-2023-000192-BDI,GLIDE,ADRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016544&episodeid=8,EC-JRC,24603.0,unitskm2,esttype_second,DR,MH0035,2023-07-20,2023-12-03,2023-07-20,2023-12-05,spathaz_4e36851f-8430-4f0c-bb9b-0f268b725dc3,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016544&episodeid=8,UGA,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016544&episodeid=8,EC-JRC
monty_84da1334-6f56-4165-a4b1-751c7adb2bcf,haz_4d1c82e5-e63e-4c6f-a11d-b34308699134,DR-2023-000267-ALB,GLIDE,ADRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016679&episodeid=30,EC-JRC,627056.0,unitskm2,esttype_second,DR,MH0035,2023-08-10,2024-08-13,2023-08-10,2024-08-13,spathaz_358f80ae-0b8a-4522-ae20-002bccac00c7,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016679&episodeid=30,TUR,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016679&episodeid=30,EC-JRC
monty_7ade8d85-4ef0-4bf6-ab7a-acdf59fc92a7,haz_97478e2f-a401-4592-81f9-3f4af5abf59d,DR-2023-000269-NAM,GLIDE,ADRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016682&episodeid=24,EC-JRC,88395.0,unitskm2,esttype_second,DR,MH0035,2023-08-20,2024-08-13,2023-08-20,2024-08-13,spathaz_7d493ced-5bf2-4813-b93a-8087639ddf6e,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016682&episodeid=24,ZAF,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016682&episodeid=24,EC-JRC
monty_b3d48d14-d63e-4a2f-ae8e-68a51bcf0a3c,haz_cb02036f-8453-4c3b-9714-b7ec1c5d23a3,DR-2023-000191-BOL,GLIDE,ADRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016612&episodeid=5,EC-JRC,319815.0,unitskm2,esttype_second,DR,MH0035,2023-08-20,2023-11-29,2023-08-20,2024-08-08,spathaz_c452ee0d-5610-4c71-9851-fba4ab04443e,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016612&episodeid=5,PRY,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016612&episodeid=5,EC-JRC
monty_bb074040-d93f-464d-86f3-9000e389d42b,haz_4b4f83fd-e2ae-4c48-bd3d-d80f82185a37,DR-2023-000260-DZA,GLIDE,ADRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016686&episodeid=28,EC-JRC,355843.0,unitskm2,esttype_second,DR,MH0035,2023-09-20,2024-08-13,2023-09-20,2024-08-13,spathaz_c6192466-5de2-4b61-9a28-ae21e9aa7f9e,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016686&episodeid=28,TUN,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016686&episodeid=28,EC-JRC
monty_d8d14373-9b15-404a-bff1-b0049cf90006,haz_eed1526d-24dc-40aa-8bf1-cad747108138,1016715,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016715&episodeid=19,EC-JRC,14855.0,unitskm2,esttype_second,DR,MH0035,2023-09-20,2024-05-04,2023-09-20,2024-05-06,spathaz_888bdea0-b67e-40ac-89bf-f6902c7350dd,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016715&episodeid=19,IDN,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016715&episodeid=19,EC-JRC
monty_2adcc385-520b-43da-8205-63ca940212a0,haz_5377b1fe-c3ed-4817-b879-f24da4656609,1016696,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016696&episodeid=6,EC-JRC,633250.0,unitskm2,esttype_second,DR,MH0035,2023-09-20,2024-01-19,2023-09-20,2024-03-26,spathaz_0a291948-a158-486f-911d-1ed57e672dba,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016696&episodeid=6,UZB,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016696&episodeid=6,EC-JRC
monty_cdde8959-91b2-4376-8fa8-9804979bdae0,haz_31d86fb6-af4f-495d-b313-9e09c1b30c34,1102258,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102258&episodeid=1,EC-JRC,,,esttype_second,FL,MH0012,2023-10-03,2023-12-05,2023-10-03,2023-12-11,spathaz_666742e2-f00b-4471-993a-ea9491cf9e76,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102258&episodeid=1,SOM,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102258&episodeid=1,EC-JRC
monty_1067ce7d-12f3-4810-a23b-7c62e42143c7,haz_ac182236-5f12-412e-9e3b-1efe122966e3,DR-2023-000270-MDG,GLIDE,ADRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016833&episodeid=22,EC-JRC,126860.0,unitskm2,esttype_second,DR,MH0035,2023-10-20,2024-08-13,2023-10-20,2024-08-13,spathaz_e2fd33b9-2034-454f-a0f9-0f0e52cb1c38,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016833&episodeid=22,MDG,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016833&episodeid=22,EC-JRC
monty_b3e8dc64-4142-485d-9e29-d64ea619658c,haz_25a79167-a068-4af0-8035-5cf1ee26b57f,1016777,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016777&episodeid=17,EC-JRC,6950.0,unitskm2,esttype_second,DR,MH0035,2023-10-20,2024-07-23,2023-10-20,2024-07-25,spathaz_66c3fc06-3fff-4831-9ad5-db1ddc756463,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016777&episodeid=17,CHL,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016777&episodeid=17,EC-JRC
monty_a7883844-0fe2-471e-9c1c-62bb248516d7,haz_b0bc9d6f-2c52-4c73-996e-f1beed026cfa,1015088,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1015088&episodeid=81,EC-JRC,130787.0,unitskm2,esttype_second,DR,MH0035,2023-10-20,2024-04-16,2023-10-20,2024-04-18,spathaz_a7e4002f-bb4e-46e3-9349-46950c7cb92a,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1015088&episodeid=81,USA,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1015088&episodeid=81,EC-JRC
monty_86ab192f-17af-4d90-8945-0048535ddcb8,haz_81744a41-6db6-4bd6-82ed-3731a912168b,1016764,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016764&episodeid=7,EC-JRC,50828.0,unitskm2,esttype_second,DR,MH0035,2023-10-20,2024-02-10,2023-10-20,2024-02-12,spathaz_832731ad-5cb3-4258-a8d4-f67fede78482,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016764&episodeid=7,IND,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016764&episodeid=7,EC-JRC
monty_975b90f4-a80f-4378-9182-1abf22004766,haz_8025f369-8d1e-4451-91a3-5b0ff693fc24,FL-2023-000225-KEN,GLIDE,ADRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102288&episodeid=1,EC-JRC,,,esttype_second,FL,MH0012,2023-10-22,2023-12-05,2023-10-22,2023-12-04,spathaz_6b4030dd-d97a-48c2-9838-665f8ba174ed,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102288&episodeid=1,KEN,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102288&episodeid=1,EC-JRC
monty_f757540a-a4e5-456b-98ff-feb7496f3797,haz_2aae715f-b2d4-41fb-b467-e689ae4109c3,FL-2023-000229-ETH,GLIDE,ADRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102308&episodeid=1,EC-JRC,,,esttype_second,FL,MH0012,2023-10-31,2023-12-05,2023-10-31,2023-12-05,spathaz_831dad88-5659-493b-8f95-3d6ac347839c,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102308&episodeid=1,ETH,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=FL&eventid=1102308&episodeid=1,EC-JRC
monty_8614d54c-858b-4c49-a0e5-2f8fb2c0f4bf,haz_fc4a43d2-f7be-4aa1-b920-3e07bf23b7f0,1000080,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=VO&eventid=1000080&episodeid=10,EC-JRC,,,esttype_second,VO,GH0010,2023-11-11,2024-03-17,2023-11-11,2024-03-17,spathaz_546ab66f-31f9-4174-bf8f-da12d3711be6,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=VO&eventid=1000080&episodeid=10,ISL,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=VO&eventid=1000080&episodeid=10,EC-JRC
monty_a0dd93bc-fce6-42cd-aad7-9481e760f06f,haz_14d054d3-ead9-41e3-888d-1faf48ab2564,1000081,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=VO&eventid=1000081&episodeid=1,EC-JRC,,,esttype_second,VO,GH0010,2023-11-19,2023-11-19,2023-11-19,2023-11-20,spathaz_80f0b43e-a77d-4d81-aecd-fc54734441e1,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=VO&eventid=1000081&episodeid=1,PNG,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=VO&eventid=1000081&episodeid=1,EC-JRC
monty_54f64220-fc7c-40f4-be0f-d8d107be7c9c,haz_42295005-f948-47cb-a252-b7f459e0c992,1017111,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1017111&episodeid=6,EC-JRC,14770.0,unitskm2,esttype_second,DR,MH0035,2023-11-20,2024-08-13,2023-11-20,2024-08-13,spathaz_faeb8424-731b-49b8-9446-0fbb663f8388,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1017111&episodeid=6,CAN,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1017111&episodeid=6,EC-JRC
monty_2277e854-aae1-4c7e-b622-a0f57298ef3b,haz_2ec24e40-9797-4aa6-9594-e4f82d57e9d5,1016906,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016906&episodeid=18,EC-JRC,135927.0,unitskm2,esttype_second,DR,MH0035,2023-11-20,2024-08-06,2023-11-20,2024-08-08,spathaz_d20623b8-2273-4d78-83e9-28df8b2f933c,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016906&episodeid=18,LBY,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=DR&eventid=1016906&episodeid=18,EC-JRC
monty_6e9f7535-4564-47da-9e2e-09b877bbc3c2,haz_f0a48e7a-6992-4dac-9db6-7de92132b2b1,1000082,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=VO&eventid=1000082&episodeid=1,EC-JRC,,,esttype_second,VO,GH0010,2023-11-21,2023-11-21,2023-11-21,2023-11-22,spathaz_a402f5d4-8890-473a-9e4c-ce933675ad8c,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=VO&eventid=1000082&episodeid=1,IDN,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=VO&eventid=1000082&episodeid=1,EC-JRC
monty_22f59f75-e643-4941-89b2-6a7f10a2d6e0,haz_7ce17312-eeda-456d-8262-4b24b5223de0,1001036,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=TC&eventid=1001036&episodeid=13,EC-JRC,74.0736,unitskph,esttype_second,TC,MH0059,2023-11-22,2023-11-25,2023-11-22,2023-11-26,spathaz_0d4db168-1b90-47e1-8085-41262c8a6920,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=TC&eventid=1001036&episodeid=13,,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=TC&eventid=1001036&episodeid=13,EC-JRC
monty_90641ba8-ce8e-4657-9d7e-cbee3a59a8ba,haz_ccb0565d-f986-4ae6-980e-f38f83f50413,1000083,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=VO&eventid=1000083&episodeid=1,EC-JRC,,,esttype_second,VO,GH0010,2023-11-26,2023-11-26,2023-11-26,2023-11-27,spathaz_b2398719-aea5-4f83-a9fc-ae5cd882cc11,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=VO&eventid=1000083&episodeid=1,IDN,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=VO&eventid=1000083&episodeid=1,EC-JRC
monty_a1ac6b36-4afd-4f77-85f6-5a87a92cf77a,haz_0a4b0e4e-f80a-48a1-b9da-aeaf4ee91dfd,EQ-2023-000245-PHL,GLIDE,ADRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=EQ&eventid=1403417&episodeid=1539234,EC-JRC,7.6,unitsrichter,esttype_second,EQ,GH0002,2023-12-01,2023-12-01,2023-12-01,2024-05-12,spathaz_d4bfc6f7-2521-42bc-b19c-87c073c5bdc5,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=EQ&eventid=1403417&episodeid=1539234,PHL,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=EQ&eventid=1403417&episodeid=1539234,EC-JRC
monty_cedf8aee-0de9-4cb5-8311-eb5e594da0f8,haz_08a8db00-c425-4e80-a18b-c83d7040a415,1001037,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=TC&eventid=1001037&episodeid=8,EC-JRC,111.1104,unitskph,esttype_second,TC,MH0059,2023-12-02,2023-12-03,2023-12-02,2024-03-10,spathaz_032fdc4a-4e59-4263-a2ca-4346a78747ef,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=TC&eventid=1001037&episodeid=8,IND,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=TC&eventid=1001037&episodeid=8,EC-JRC
monty_56d89903-8e0c-4d2f-8d2b-710c64434ff0,haz_71c65fa8-5972-4e4c-b24f-7ca9641817d8,1000084,GDACS,EC-JRC,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=VO&eventid=1000084&episodeid=3,EC-JRC,,,esttype_second,VO,GH0010,2023-12-02,2024-02-28,2023-12-02,2024-02-29,spathaz_09f2376d-87ff-41c3-ac4d-a7d6dc0b8238,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=VO&eventid=1000084&episodeid=3,IDN,spat_polygon,spatresother,EPSG:4326,GDACS,https://www.gdacs.org/gdacsapi/api/polygons/getgeometry?eventtype=VO&eventid=1000084&episodeid=3,EC-JRC
